epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1822.04,0.69867,0.40133,0.91331,0.94475,0.91685,0.97224,0.85302,0.63697,0.34807,0.89706,0.00077975,0.00077975,0.00077975
21,1912.06,0.69368,0.39664,0.91037,0.92015,0.94773,0.97295,0.85722,0.62907,0.34333,0.8932,0.000755,0.000755,0.000755
22,2002.33,0.69212,0.3959,0.91019,0.93933,0.91026,0.96745,0.85233,0.62244,0.3498,0.89002,0.00073025,0.00073025,0.00073025
23,2092.46,0.68736,0.38753,0.90666,0.94461,0.94351,0.97837,0.85489,0.61829,0.33183,0.89005,0.0007055,0.0007055,0.0007055
24,2182.31,0.68002,0.38454,0.90688,0.95836,0.90779,0.97259,0.86465,0.61423,0.32724,0.88781,0.00068075,0.00068075,0.00068075
25,2272.43,0.67537,0.37757,0.90336,0.95531,0.92486,0.97154,0.85711,0.6158,0.33851,0.89099,0.000656,0.000656,0.000656
26,2362.82,0.67367,0.37424,0.90354,0.94426,0.93213,0.97393,0.86567,0.61499,0.32584,0.88864,0.00063125,0.00063125,0.00063125
27,2452.63,0.66719,0.36983,0.90161,0.91667,0.9548,0.97523,0.86637,0.61218,0.33061,0.88256,0.0006065,0.0006065,0.0006065
28,2542.62,0.66411,0.36707,0.90094,0.96709,0.92533,0.97965,0.87531,0.60646,0.31716,0.88494,0.00058175,0.00058175,0.00058175
29,2632.22,0.65928,0.36219,0.89634,0.9495,0.93397,0.97888,0.87445,0.60353,0.31771,0.88182,0.000557,0.000557,0.000557
30,2722,0.65946,0.3615,0.89854,0.92937,0.93292,0.97249,0.86483,0.60498,0.32711,0.88244,0.00053225,0.00053225,0.00053225
31,2811.69,0.65043,0.35701,0.89543,0.94884,0.94309,0.98034,0.87402,0.59339,0.3052,0.87896,0.0005075,0.0005075,0.0005075
32,2901.21,0.64845,0.35366,0.89481,0.94943,0.94133,0.97888,0.87547,0.59104,0.30671,0.87773,0.00048275,0.00048275,0.00048275
33,2990.65,0.64482,0.34925,0.89359,0.94605,0.93567,0.98178,0.87649,0.58573,0.3049,0.87831,0.000458,0.000458,0.000458
34,3080.59,0.64179,0.34694,0.89298,0.94537,0.94811,0.98017,0.87614,0.58548,0.30544,0.87424,0.00043325,0.00043325,0.00043325
35,3170.06,0.63843,0.34345,0.89154,0.96241,0.93749,0.98338,0.8804,0.58672,0.3005,0.87397,0.0004085,0.0004085,0.0004085
36,3259.68,0.63429,0.34026,0.88868,0.95508,0.95522,0.98197,0.88267,0.58255,0.29774,0.87122,0.00038375,0.00038375,0.00038375
37,3349.33,0.62801,0.33701,0.88712,0.94359,0.9597,0.98409,0.88439,0.5826,0.29946,0.87366,0.000359,0.000359,0.000359
38,3439.18,0.62497,0.33291,0.88712,0.94312,0.96787,0.98608,0.88864,0.5782,0.29331,0.87505,0.00033425,0.00033425,0.00033425
39,3528.73,0.62028,0.3283,0.88608,0.95498,0.95856,0.98457,0.8848,0.57864,0.29082,0.87643,0.0003095,0.0003095,0.0003095
40,3618.23,0.6163,0.32466,0.88381,0.95941,0.95283,0.98541,0.88767,0.5771,0.29007,0.8699,0.00028475,0.00028475,0.00028475
41,3765.39,0.60728,0.29946,0.87895,0.97323,0.95061,0.98508,0.8886,0.57658,0.28858,0.87023,0.00026,0.00026,0.00026
42,3854.88,0.59661,0.29453,0.87292,0.96109,0.96672,0.98766,0.89159,0.56869,0.28321,0.86707,0.00023525,0.00023525,0.00023525
43,3944.5,0.59349,0.29077,0.87133,0.97004,0.95202,0.98632,0.89312,0.5644,0.28131,0.86591,0.0002105,0.0002105,0.0002105
44,4034,0.5861,0.2856,0.87127,0.96617,0.96203,0.98546,0.89147,0.56416,0.28232,0.86809,0.00018575,0.00018575,0.00018575
45,4123.84,0.58083,0.28182,0.86837,0.9736,0.95773,0.98611,0.89415,0.5621,0.28225,0.86804,0.000161,0.000161,0.000161
46,4213.31,0.57726,0.27825,0.86631,0.96684,0.96538,0.98467,0.89313,0.56111,0.28105,0.86451,0.00013625,0.00013625,0.00013625
47,4302.72,0.57003,0.27558,0.86442,0.9724,0.96153,0.98448,0.89184,0.55993,0.27906,0.86723,0.0001115,0.0001115,0.0001115
48,4393.15,0.56609,0.27104,0.86444,0.96362,0.97005,0.98621,0.89474,0.55996,0.27684,0.86765,8.675e-05,8.675e-05,8.675e-05
49,4483.19,0.56197,0.26817,0.8626,0.96036,0.97357,0.98596,0.89577,0.55738,0.27587,0.86658,6.2e-05,6.2e-05,6.2e-05
50,4573,0.55972,0.26659,0.86338,0.96081,0.9699,0.98517,0.89487,0.55743,0.27657,0.86669,3.725e-05,3.725e-05,3.725e-05
